line_number,text,Source
524,103.,vrushadhipa_satakam
525,&#160;చ. బసవనిథానమా బసవభవ్యనిధీ బసవామృతాంబుధీ,vrushadhipa_satakam
526,బసవమహానిధీ బసవభర్మగిరీ బసవామరద్రుమా,vrushadhipa_satakam
527,బసవమహాబలీ బసవభండరువా బసవోల్లసన్మణి,vrushadhipa_satakam
528,వసిగని ప్రోవుమయ్య బసవా! బసవా! బసవా! వృషాధిపా.,vrushadhipa_satakam
529,104.,vrushadhipa_satakam
530,ఉ. నాయెడయుండ నావిభుఁడ నాహృదయేశ్వర నామనోరమా,vrushadhipa_satakam
531,నాయిలవేల్ప నావరుఁడ నాగురులింగమ నాదుజంగమా,vrushadhipa_satakam
532,నాయధినాథ నావరదనన్నుఁ గృపామతిఁ బ్రోవుమయ్య దే,vrushadhipa_satakam
533,వా యమిబృందవంద్య బసవా! బసవా! బసవా! వృషాధిపా.,vrushadhipa_satakam
534,105.,vrushadhipa_satakam
535,&#160;ఉ. నోరికి వచ్చినట్టు నిను నూఱువిధంబులఁ బ్రస్తుతింతు నే,vrushadhipa_satakam
536,నేరుతు నేరఁ బొమ్మనక నీపయి నొచ్చెములేని మచ్చికన్,vrushadhipa_satakam
537,గారవమంద మత్ప్రణుతిఁ గైకొనఁగాఁ దగు గౌరవంబునన్,vrushadhipa_satakam
538,వారనికూర్మిపేర్మి బసవా! బసవా! బసవా! వృషాధిపా.,vrushadhipa_satakam
539,106.,vrushadhipa_satakam
540,చ. బసవఁడు ప్రీతిఁగైకొనియె భక్తి మెయిన్ రచియించె సోముఁడున్,vrushadhipa_satakam
541,బసవపురానమంచు మునుఁ బ్రస్తుతిసేయుదురట్లుగాన నీ,vrushadhipa_satakam
542,యసమదయాధురీణతకు నంకిలిపాటు ఘటిల్లకుండనన్,vrushadhipa_satakam
543,బసఁగొని బ్రోవుమయ్య బసవా! బసవా! బసవా! వృషాధిపా.,vrushadhipa_satakam
544,107.,vrushadhipa_satakam
545,&#160;చ. (?)సురవరమల్ల మల్లలితసూత్రసుధాంబుధి ఖేలఖేలసం,vrushadhipa_satakam
546,గరకలకంఠ కంఠమణి నాయకభీమ భుజంగ జంగమ,vrushadhipa_satakam
547,స్థిరతరనాథ నాధకనిధీకృతరూప విరూపసమ్మతా,vrushadhipa_satakam
548,వరకరుణాబ్ధి ప్రోవు బసవా! బసవా! బసవా! వృషాధిపా.,vrushadhipa_satakam
549,108.,vrushadhipa_satakam
550,చ. సురవరపూజ్య పూజ్యగుణశోభిత శోభితరూప రూపవి,vrushadhipa_satakam
551,స్ఫురతరశీల శీలగణపుంగవ పుంగవసత్త్వ సత్త్వసం,vrushadhipa_satakam
552,వరపరవాద వాదభయవర్జితపాపవిచార చార యీ,vrushadhipa_satakam
553,శ్వరసమ నీవెదిక్కు బసవా! బసవా! బసవా! వృషాధిపా.,vrushadhipa_satakam
554,109.,vrushadhipa_satakam
555,అకుటిలలింగజంగమ సమగ్రదయాకలితప్రసాది పా,vrushadhipa_satakam
556,లకురికి సోమనాథుఁ డతిలౌల్యమునన్ బసవన్నదండనా,vrushadhipa_satakam
557,యకునకు *నొప్ప నీశతక మర్పణచేసె **నలిన్ బఠించువా,vrushadhipa_satakam
558,రికి వినువారికిన్ గలుగు శ్రీయును నాయువు భక్తిముక్తియున్,vrushadhipa_satakam
559,(* నీకు; ** ధరన్ అని పాఠంతరములు),vrushadhipa_satakam
560,వృషాధిపశతకము సంపూర్ణము,vrushadhipa_satakam
1,.,devakinandana_satakam
2,1.,devakinandana_satakam
3,శా. శ్రీకైవల్యరమాధినాధ నిను నర్థిం గీర్తనల్ జేసి కా,devakinandana_satakam
4,దా కంజాతభవేంద్రనారదశుకవ్యాసాంబరీషార్జునుల్,devakinandana_satakam
5,నీకారుణ్యముఁ గాంచుటల్ వసుమతిన్ నేనెంతధన్యుండనో,devakinandana_satakam
6,నాకున్ జేకురెనట్టి భాగ్యములు కృష్ణా దేవకీనందనా,devakinandana_satakam
7,2.,devakinandana_satakam
8,శా. శ్రీవైకుంఠనివాస గోత్రధర లక్ష్మీనాథ గోపాల లీ,devakinandana_satakam
9,లావిర్భావ పతంగవాహ యదువంశాంభోధిచంద్రోదయా,devakinandana_satakam
10,నీవే దిక్కని యున్నవాఁడను దయన్ వీక్షించి రక్షించవే,devakinandana_satakam
11,నావిజ్ఞాపన మాలకించు మది కృష్ణా దేవకీనందనా,devakinandana_satakam
12,3.,devakinandana_satakam
13,శా. శ్రీరామావసుధాకళత్రములపైఁ జెన్నొందు పాదాబ్జముల్,devakinandana_satakam
14,గారామారఁగఁ జూచి శేషఫణిదాఁ గౌతూహలంబొప్పఁగా,devakinandana_satakam
15,క్షీరాంభోనిధిఁ బవ్వళించి యమరుల్ సేవింపఁగా నొప్పుని,devakinandana_satakam
16,న్నారాధింతు మదీయచిత్తమునఁ గృష్ణా దేవకీనందనా,devakinandana_satakam
17,4.,devakinandana_satakam
18,శా. నీడల్ దేఱెడుచెక్కుటద్దములతో నిద్దంపుఁ గెమ్మోవితో,devakinandana_satakam
19,కూడీకూడని చిన్ని కూకటులతో గోపార్భకశ్రేణితో,devakinandana_satakam
20,వ్రీడాశూన్యకటీరమండలముతో వేడ్కన్ వినోదించుచు,devakinandana_satakam
21,న్నాఁడా శైశవమూర్తి నేఁదలఁతు గృష్ణా దేవకీనందనా,devakinandana_satakam
22,5.,devakinandana_satakam
23,&#160;శా. అందెల్ చిన్నిపసిండిగజ్జయులుమ్రోయన్ మేఖలాఘంటికల్,devakinandana_satakam
24,క్రందైమ్రోయఁగ రావిరేక నుదుటన్ గంపింప గోపార్భకుల్,devakinandana_satakam
25,వందారుల్ గన వెన్నముద్దలకునై వర్తించు మీబాల్యపుం,devakinandana_satakam
26,జందంబా దివిజుల్ నుతించుటలు కృష్ణా దేవకీనందనా,devakinandana_satakam
27,6.,devakinandana_satakam
28,శా. వేదోద్ధారకుఁగా సుధాప్రభవుఁగా విశ్వంభరావాహుఁగా,devakinandana_satakam
29,వాదావిర్భవుఁగాఁద్రయీవటువుఁగా వర్ధిష్ణుతాష్యుఁగాఁ,devakinandana_satakam
30,గోదండాశుగపాణిఁగా బలునిఁగా ఘోరవ్రతచ్చేదిఁగా,devakinandana_satakam
31,నాదిబ్రహ్మముఁగా దలంతు మదిఁ గృష్ణా దేవకీనందనా,devakinandana_satakam
32,7.,devakinandana_satakam
33,&#160;మ. అమరుల్ర్మొక్కులచే మునుల్ నుతులచే నార్యుల్మహానిష్ఠచే,devakinandana_satakam
34,సమరోత్సాహజనుల్ పునశ్చరణచే సాధుల్ దయాబోధచే,devakinandana_satakam
35,నమితోదారకళాఢ్యు లర్పణలచే నధ్యాత్ములైక్యంబుచే,devakinandana_satakam
36,సమతంగాంచిరి మీపదాబ్జములు కృష్ణా దేవకీనందనా,devakinandana_satakam
37,8.,devakinandana_satakam
38,మ. జపముల్ సేయఁగ నేర నీమమున నిచ్చల్పూజసేయంగలే,devakinandana_satakam
39,నుపవాసవ్రతభక్తిచొ ప్పెఱుఁగ వేదోక్తక్రమస్థుండఁగా,devakinandana_satakam
40,నపరాధంబులు నాయెడందఱచు నేనజ్ఞాని నెబ్భంగులన్,devakinandana_satakam
41,జపలుండంచు నుపేక్ష సేయకుము కృష్ణా దేవకీనందనా,devakinandana_satakam
42,9.,devakinandana_satakam
43,&#160;మ. సుకరంబై సురసేవ్యమై సులభమై సువ్యక్తమై యుక్తమై,devakinandana_satakam
44,ప్రకటంబై పరమార్థమై ప్రమదమై ప్రద్యోతమై పథ్యమై,devakinandana_satakam
45,యకలంకామృతమై యమోఘతరమై యానందమై యందమై,devakinandana_satakam
46,సకలంబున్ భరియించు మీమహిమ కృష్ణా దేవకీనందనా,devakinandana_satakam
47,10.,devakinandana_satakam
48,&#160;శా. కొండల్వంటికవీశ్వరుల్ శతకము ల్గూర్పంగఁ గోటానకో,devakinandana_satakam
49,ట్లుండన్ నీవును జెప్పఁబూనితి వదేమో యంటివా వింటివా,devakinandana_satakam
50,వండేనేర్పులఁ బెక్కురీతుల రుచుల్ వర్తింపవే శాకముల్,devakinandana_satakam
51,దండిన్ నామనవాలకింపు మదిఁ గృష్ణా దేవకీనందనా,devakinandana_satakam
52,11.,devakinandana_satakam
53,&#160;శా. చన్నే నిన్నును బాలుఁగాదలఁచి యిచ్చంబూతనాకాంతదాఁ,devakinandana_satakam
54,జన్నుల్నిండఁగఁ జేఁదుఁబూసికొని యాచంబాలు నీకిచ్చినం,devakinandana_satakam
55,జన్నుంబాలకు లోనుగాక యసురన్ సాధించియాయింతికిన్,devakinandana_satakam
56,సన్నన్ ముక్తి యొసంగి తీవు భళి! కృష్ణా దేవకీనందనా,devakinandana_satakam
57,12.,devakinandana_satakam
58,&#160;మ. విలసిల్లన్ పదియాఱువేలసతులన్ వీక్షించి వారిండ్లలో,devakinandana_satakam
59,పల వర్తించుచు నుండి వీటఁ గలగోపస్త్రీలనెల్లన్ గడుం,devakinandana_satakam
60,బలిమిన్ బట్టి రమించినాఁడవు భళీ ప్రాజ్ఞుండ వీవౌదు భూ,devakinandana_satakam
61,స్థలి నీవేకద కొంటెదేవరవు కృష్ణా దేవకీనందనా,devakinandana_satakam
62,13.,devakinandana_satakam
63,మ. పొలుపొందన్ నడిరేయిఁ గుక్కుటరవంబుల్ చూపి గోపాలకా,devakinandana_satakam
64,వళి విభ్రాంతులఁ జేసి మందలకు నై వారేగఁ దక్మామినీ,devakinandana_satakam
65,కలనాయత్నము తామ్రచూడగతులం గవించి నీకీర్తి ర,devakinandana_satakam
66,చ్చల కెక్కెం గడుగొయ్యదేవరవు కృష్ణా దేవకీనందనా,devakinandana_satakam
67,14.,devakinandana_satakam
68,&#160;మ. అనిరుద్ధాచ్యుత యీశ కేశవ ముకుందాధోక్షజోపేంద్ర వా,devakinandana_satakam
69,మన దామోదర చక్రపాని హలి రామా శౌరి శార్జ్గీ జనా,devakinandana_satakam
70,ర్ధన పీతాంబర భక్తవత్సల నమో దైత్యారి వైకుంఠవా,devakinandana_satakam
71,స నృసింహాంబుజనాభ ప్రోవు ననుఁ గృష్ణా దేవకీనందనా,devakinandana_satakam
72,15.,devakinandana_satakam
73,మ. ఇల గోవర్ధన మెత్తితీవనుచు బ్రహ్మేంద్రాదులెంతో నినుం,devakinandana_satakam
74,బలుమాఱున్నుతులొప్పఁ జేసెదరు పద్మాక్షా కుచాగ్రంబునం,devakinandana_satakam
75,జులక న్నెత్తినరాధనెన్న రిదిగో సొంపొంద సత్కీర్తి ని,devakinandana_satakam
76,శ్చలపుణ్యంబునఁ గాక చొప్పడునె కృష్ణా దేవకీనందనా,devakinandana_satakam
77,16.,devakinandana_satakam
78,శా. మౌళిం బించపుదండ యొప్పుగ నటింపంగౌను శృంగారపున్,devakinandana_satakam
79,శ్రీ లెంచంగను పిల్లఁగ్రోవిరవమున్ జేకోలముం జెక్కుచున్,devakinandana_satakam
80,గేలన్ మెచ్చొనరింపఁ గోపకులతోఁ గ్రీడారసస్ఫూర్తినీ,devakinandana_satakam
81,వాలంగాచువిధంబు నేఁదలఁతుఁ గృష్ణా దేవకీనందనా,devakinandana_satakam
82,17.,devakinandana_satakam
83,శా. పెచ్చుల్ ప్రేలుచుఁ బిల్లఁగ్రోవిరవమున్ బెంపొందఁగాఁజొక్కుచున్,devakinandana_satakam
84,నిచ్చల్ నిన్ను భజింప గోపగణమున్ నిత్యోత్సవక్రీడమై,devakinandana_satakam
85,నిచ్చల్ మచ్చికముచ్చటచ్చుపడఁగా హెచ్చించి కీర్తించి నీ,devakinandana_satakam
86,సచ్చారిత్రము విన్నఁ బుణ్యమగుఁ గృష్ణా దేవకీనందనా,devakinandana_satakam
87,18.,devakinandana_satakam
88,మ. లలనాకుంచితవేణియుం దడవ మొల్లల్ జాఱ కస్తూరికా,devakinandana_satakam
89,తిలకంబుం గఱఁగంగఁ లేఁతనగవున్ దీపింప నెమ్మోమునన్,devakinandana_satakam
90,దళుకుల్ చూపెడి చూపు లుల్లసిల నానారీతులన్ వేణుపు,devakinandana_satakam
91,స్కలనాదంబుల పెంపుఁజూపుదువు కృష్ణా దేవకీనందనా,devakinandana_satakam
92,19.,devakinandana_satakam
93,&#160;మ. కలకాంచీమణికింకిణీమధురనిక్వాణంబు మంజీరమం,devakinandana_satakam
94,జులరావంబును గొంతకొంత వినవచ్చెన్ బట్టలేనైతి నం,devakinandana_satakam
95,కిలి నిద్రించుట మోసపుచ్చె హితవాగ్గేయుండు నేఁడంచు ని,devakinandana_satakam
96,చ్చలు మీశౌర్యము లెంచు గోపతతి కృష్ణా దేవకీనందనా,devakinandana_satakam
97,20.,devakinandana_satakam
98,మ. కలనైనన్ నగియైనఁ గోప మెసఁగంగా నైనమీనామ ని,devakinandana_satakam
99,ర్మలవర్ణద్వయ మెవ్వరేఁదలచినం బాపౌఘము ల్వయు ను,devakinandana_satakam
100,జ్జ్వలభాన్వప్రతిమానచండకిరణవ్రాతాహతిం జీకటుల్,devakinandana_satakam
101,చలనం బంది తొలంగుచందమునఁ గృష్ణా దేవకీనందనా,devakinandana_satakam
102,21.,devakinandana_satakam
103,మ. నిను నెవ్వాఁడు దలంచు నీమహిమవర్ణింపంద నెవ్వాఁడు నే,devakinandana_satakam
104,ర్పునఁబూనున్ నినుగొల్చునట్టిఘనుఁ డాపుణ్యాత్ము లోకైకమా,devakinandana_satakam
105,న్యునిఁగా ధన్యునిఁగా వివేకనిధిఁగా నుద్యద్గుణాంభోధిఁగా,devakinandana_satakam
106,ననిశంబుం గొనియాడఁ గోరుదురు కృష్ణా దేవకీనందనా,devakinandana_satakam
107,22.,devakinandana_satakam
108,&#160;శా. శీలంబున్ గులమున్ వివేకనిధి లక్ష్మీకాంతవక్షస్థ్సలిన్,devakinandana_satakam
109,హాళిం బాయకయుండు కాముకుఁడవై హంకారవృత్తిన్ సదా,devakinandana_satakam
110,స్త్రీలోలుండన రాధతోఁ బెనఁగుట ల్చిత్రంబులు న్నౌర నీ,devakinandana_satakam
111,జాలం బేమని సన్నుతించెదను కృష్ణా దేవకీనందనా,devakinandana_satakam
112,23.,devakinandana_satakam
113,&#160;శా. శ్రీలక్ష్మీధవ రుక్మిణిం గలసి కూర్మిన్ మిత్రవిందాసునం,devakinandana_satakam
114,దాలోలాక్షులఁ గూడి జాంబవతి సత్యాలక్ష్మణాభద్రలన్,devakinandana_satakam
115,కాలిందిన్ మరుకేళిఁ దేల్చితివి శృంగారాంగగోపాంగనా,devakinandana_satakam
116,జాలంబున్ దనియింతు వౌర తుదఁ గృష్ణా దేవకీనందనా,devakinandana_satakam
117,24.,devakinandana_satakam
118,&#160;శా. మద్దు ల్గూల్చినలాగొ వేగ మనిలో మన్నించి గాండీవికిన్,devakinandana_satakam
119,బుద్దుల్ సెప్పినలాగొ మోదరసముప్పొంగన్ యశోదమ్మకున్,devakinandana_satakam
120,ముద్దుల్గా నటియించులాగొ వరుసన్ మువ్వేళలన్ వేడుకన్,devakinandana_satakam
121,చద్దుల్మెక్కి రహించులాగొ ధరఁ గృష్ణా దేవకీనందనా,devakinandana_satakam
122,25.,devakinandana_satakam
123,&#160;మ. వరణాబ్జంబులు వీడ్వడన్ నిలిచి యోజన్ ధట్టిలోఁ బిల్లగ్రోల్,devakinandana_satakam
124,కర మొప్పారఁగ నుంచి యింపొదవఁ జంకన్ గోల నందిచ్చి బ,devakinandana_satakam
125,ల్వురుగోపాలురు జుట్టునుంగొలువ వేల్పుల్ గ్రుక్కిళుల్మ్రింగఁగా,devakinandana_satakam
126,నరయం జల్ది భుజింపవే యడవిఁ గృష్ణా దేవకీనందనా,devakinandana_satakam
127,26.,devakinandana_satakam
128,&#160;మ. మెఱుగు ల్దేఱుమహేంద్రనీలనిభ మౌమేనన్ సమీపాటగో,devakinandana_satakam
129,ఖురనిర్ధూతధరాపరాగలవపంక్తుల్గప్పఁగా నొక్కచేఁ,devakinandana_satakam
130,బురిగోలొక్కటఁబాలకుండఁ గొనుచుం బొల్పొంద గోధుగ్జనా,devakinandana_satakam
131,తరవర్ధిష్ణుఁడవైననిన్ గొలుతు గృష్ణా దేవకీనందనా,devakinandana_satakam
132,27.,devakinandana_satakam
133,&#160;శా. ఆదివ్యాధిహరంబు జన్మమరణవ్యాపారదుష్కర్మదు,devakinandana_satakam
134,ర్బోధావ్యాప్తినివారణంబు సతతవాంచితఫలానీకప్రథానైకదీ,devakinandana_satakam
135,క్షాధౌరేయము నీమహామహిమ కృష్ణా దేవకీనందనా,devakinandana_satakam
136,28.,devakinandana_satakam
137,శా. హాలాహలశిరోధిమౌళినయనోద్యద్భీమధూమధ్వజ,devakinandana_satakam
138,జ్వాలాభీలకరాళరూక్షవిషనిశ్శ్వాసోష్ణకృష్ణాసదాం,devakinandana_satakam
139,భోలీలాస్పదకాళియస్ఫుటనటద్భోగాగ్రమధ్యమంబునన్,devakinandana_satakam
140,హాళిన్ దాందవమాడు నిన్ దలఁతు గృష్ణా దేవకీనందనా,devakinandana_satakam
141,29.,devakinandana_satakam
142,మ. తినదే చెట్టున నాకు మేఁక గుహ గొందిం బాము నిద్రింపదే,devakinandana_satakam
143,వనవాసంబునఁ బక్షులున్ మృగములున్ వర్తింపవే నీటిలో,devakinandana_satakam
144,మునుకల్ వేయవె మత్స్యకచ్చపములున్ మోక్షార్థమౌముక్తికిన్,devakinandana_satakam
145,మనసేమూలము నీదుభక్తిలకు కృష్ణా దేవకీనందనా,devakinandana_satakam
146,30.,devakinandana_satakam
147,&#160;శా. వింటిం గొంతగ మీమహత్త్వమును నుర్విన్ దర్శనప్రాప్తిచే,devakinandana_satakam
148,ఘంటాకర్ణుని నుగ్రసేనతనయుం గైవల్యతేజంబు ని,devakinandana_satakam
149,న్నంటంజేయవె మాటమాత్రమున నిట్లాశ్చర్యమున్ బొందఁగా,devakinandana_satakam
150,నంటం బొందనివేల్పు నిన్ గొలుతుఁ గృష్ణా దేవకీనందనా,devakinandana_satakam
151,31.,devakinandana_satakam
152,&#160;మ. విలసత్కావ్యకళాధురీణతలు తద్విజ్ఞాను లైనట్టి వే,devakinandana_satakam
153,త్తలకుం గా కవి యేల మూర్ఖులకు గాథల్ జెందు భాగీరథీ,devakinandana_satakam
154,దళితాంబోరుహషండమండితమరందగ్రాసమాధుర్యవాం,devakinandana_satakam
155,చలు జోరీఁగల కేల తేంట్లగతి కృష్ణా దేవకీనందనా,devakinandana_satakam
156,32.,devakinandana_satakam
157,&#160;మ. చతురంభోధిపరీతభూవలయరాజానేకకోటీరరం,devakinandana_satakam
158,జితమాణిక్యవిరాజమానపదరాజీవుండు ధర్మాత్మజుం,devakinandana_satakam
159,డతికారుణ్యముచేత మత్స్యపతికొ ల్వాసింపఁడే నీదుశా,devakinandana_satakam
160,శ్వతకారుణ్యముగల్గునంతకును కృష్ణా దేవకీనందనా,devakinandana_satakam
161,33.,devakinandana_satakam
162,మ. శుకమద్గౌతమకణ్వకుత్సజమదగ్న్యోదంకశాండిల్యశౌ,devakinandana_satakam
163,నకపారాశరకశ్యపత్రిఘటజాహ్నేంద్రప్రభూతత్రియం,devakinandana_satakam
164,బకకంజోద్భవనారదాదిమునిహృత్పంకేజసౌమ్యత్పిపా,devakinandana_satakam
165,సకృపాసాగర నీకు మ్రొక్కెదను కృష్ణా దేవకీనందనా,devakinandana_satakam
166,34.,devakinandana_satakam
167,మ. వివిధోగ్రస్థవనప్రచండబలవిద్వేషావనీనాయకో,devakinandana_satakam
168,త్సవభంజీకృతశాలి యర్జునుఁడు దోస్సత్వుండు మత్స్యావనీ,devakinandana_satakam
169,ధవుగేహంబున నాత్యతాళధరియై తా నిల్వడే సన్ముని,devakinandana_satakam
170,స్తవ నీసత్కృప గల్గునంతకును కృష్ణా దేవకీనందనా,devakinandana_satakam
171,35.,devakinandana_satakam
172,మ. బలభేది న్నలయించి ఖాండవవనిన్ భస్మంబు గావించి ము,devakinandana_satakam
173,న్నెలమిన్ దైత్యులఁద్రుంచి యొక్కటిశివిన్నిర్జించి కౌరవ్యులన్,devakinandana_satakam
174,బలిగావించి కిరీటి బోయలకు గోపస్త్రీల నొప్పింపఁడే,devakinandana_satakam
175,యల నీతేజము నీవు గైకొనినఁ గృష్ణా దేవకీనందనా,devakinandana_satakam
176,36.,devakinandana_satakam
177,&#160;మ. ఇలఁ దద్వైరినృపాలఫాలఫల ప్రత్యగ్రరక్తచ్చటా,devakinandana_satakam
178,కలితోదారగదావిజృంభణభుజాగర్వుండు భీముండు కు,devakinandana_satakam
179,క్కలకుం జాపఁడె యేకచక్రపురి భిక్షావేళ యుష్మత్సము,devakinandana_satakam
180,జ్జ్వలకారుణ్యము గల్గునంతకును కృష్ణా దేవకీనందనా,devakinandana_satakam
181,37.,devakinandana_satakam
182,&#160;మ. అతిసౌందర్య సమగ్రధైర్య ఘనశౌర్యస్ఫూర్తియున్ కీర్తియు,devakinandana_satakam
183,న్నతులప్రాభవరేఖయున్ గలిగి చోద్యంబెన్నఁగా ఘోటక,devakinandana_satakam
184,ప్రతతిం దిద్దఁడె నిత్యమున్ నకులుఁ డేపారంగ నీసత్కృపన్,devakinandana_satakam
185,సతమై రాజ్యము గల్గునంతకును గృష్ణా దేవకీనందనా,devakinandana_satakam
186,38.,devakinandana_satakam
187,&#160;మ. బకదైతేయమహాబలున్ సమరభూభాగంబునన్ వాయుపు,devakinandana_satakam
188,త్త్రకుఁ డీల్గించిన నేకచక్రపురివారల్ మెచ్చి యింటింట వం,devakinandana_satakam
189,టకము ల్బెట్టిరిగాని భిక్షయనుమాటన్ మాన్పలేరైరి యం,devakinandana_satakam
190,తకు వారల్ గొఱఁతేమి చాలుటకుఁ గృష్ణా దేవకీనందనా,devakinandana_satakam
191,39.,devakinandana_satakam
192,&#160;మ. గహనావాసములోన నన్నలకుఁ దా గారాబుతమ్ముండునై,devakinandana_satakam
193,విహరించేతఱి భావికాలగతి నన్వేషించుచున్ శౌర్యసం,devakinandana_satakam
194,గ్రహుఁడైయావులఁగాచె మత్స్యపురిలోఁ గర్మానుగుణ్యక్రియ,devakinandana_satakam
195,న్సహదేవుండతిధైర్యమార్గమునఁ గృష్ణా దేవకీనందనా,devakinandana_satakam
196,40.,devakinandana_satakam
197,మ. వినుతానేకతురంగవారణరథోర్వీనాథదీవ్యన్నికే,devakinandana_satakam
198,తనచక్రధ్వజచామరద్రఢిమతోఁ దథ్యాత్ముఁడౌ నాసుయో,devakinandana_satakam
199,ధనుఁ దేకాకియుఁ బాదచారియునునై దర్పంబు వోనాడి పో,devakinandana_satakam
200,యెను మిమ్మెట్టుఁదలంచి చూడకయ కృష్ణా దేవకీనందనా,devakinandana_satakam
201,41.,devakinandana_satakam
202,శా. రక్షింపం దగువీరుఁ డెవ్వఁ దగు నీరాజుల్ వృథాతేజులే,devakinandana_satakam
203,మోక్షశ్రీయొసఁగన్ విభుడెవఁడు శ్రీమోహాకృతిన్ దేవతల్,devakinandana_satakam
204,రక్షోధ్యక్ష శుభప్రధానగరిమన్ రాజిల్లురాజేంద్రులున్,devakinandana_satakam
205,సాక్షాద్బ్రహ్మము నీవె ధన్యులకుఁ గృష్ణా దేవకీనందనా,devakinandana_satakam
206,42.,devakinandana_satakam
207,మ. కొలిచెదిన్ వగలేకనే యడిగితే కోపించు టీలేకనే,devakinandana_satakam
208,చెలువం బెచ్చుట కోటనే విభవముల్ చేకూరుటల్ రూకనే,devakinandana_satakam
209,బలవంతుం డగుమూఁకనే సతిచెడున్ ప్రాణేశుపైఁగోకనే,devakinandana_satakam
210,జలదశ్యామలశంఖచక్రధర కృష్ణా దేవకీనందనా,devakinandana_satakam
211,43.,devakinandana_satakam
212,మ. బలశౌర్యోన్నతి శత్రులం గెలిచి సప్తద్వీపవిశ్వంభరా,devakinandana_satakam
213,స్థలి నేలించి సమస్తవైభవములన్ దీపించి దిక్పాలకా,devakinandana_satakam
214,వళి కీర్తింప మెలంగునైషధుఁడు దావర్తింపఁడే తొల్లి వం,devakinandana_satakam
215,టలవాడై ఋతుపర్ణచెంగటను కృష్ణా దేవకీనందనా,devakinandana_satakam
216,44.,devakinandana_satakam
217,&#160;మ. ధరలో గోళకుఁ డైనపాండునికళత్రం బందు వేర్వేఱ నే,devakinandana_satakam
218,వురకున్ బుట్టినపాండునందనులు దివ్యు ల్మెచ్చ వర్తింపఁ,devakinandana_satakam
219,దచ్చరితం బంతయు భారతం బని ప్రశస్తం బయ్యె నీనామసం,devakinandana_satakam
220,స్మరణప్రౌఢిమఁ గాదె యాఘనత కృష్ణా దేవకీనందనా,devakinandana_satakam
221,45.,devakinandana_satakam
222,&#160;మ. క్రతువుల్ నూఱొనరించి యింద్రపదవి న్గర్వించి యింద్రాణికై,devakinandana_satakam
223,ధృతిఁదూలన్ మరుఁడేఁతెంచఁగా నహుషుఁ డద్దేవేంద్రుభోగానుసం,devakinandana_satakam
224,గతిగాఁ గోరిన కుంభసంభవుఁడు గిన్కన్ దిట్టినన్ జెందఁడే,devakinandana_satakam
225,సతతంబున్ పెనుబాముచందమును గృష్ణా దేవకీనందనా,devakinandana_satakam
226,46.,devakinandana_satakam
227,మ. ఘనులన్ నీచుల నీచులన్ ఘనుల సత్కారాఢ్యులన్ దుష్క్రియా,devakinandana_satakam
228,జనితోద్యోగుల నర్థవంతులను భిక్షాయుక్తులన్ భిక్షులన్,devakinandana_satakam
229,ధనికవ్రాతముగా నొనర్చుచును నిత్యంబున్ మహాగారుడం,devakinandana_satakam
230,బనినందించు వినోదరాయ హరి కృష్ణా దేవకీనందనా,devakinandana_satakam
231,47.,devakinandana_satakam
232,శా. శ్రీలక్ష్మీధవ వాసుదేవ వరరాజీవాక్ష పద్మాసన,devakinandana_satakam
233,వ్యాళాధీశ్వర శర్వషణ్ముఖ శుకాద్యస్తోత్రసత్పాత్ర గో,devakinandana_satakam
234,పాలా నీకముఖాబ్జభాస్కర కృపాపాథోది నన్ గావు మూ,devakinandana_satakam
235,ర్ధాలంకార మయూరపించధర కృష్ణా దేవకీనందనా,devakinandana_satakam
236,48.,devakinandana_satakam
237,మ. పతులు న్నేవురు నెన్నఁగాఁ గలిగి భూపాలాంగనానీకముల్,devakinandana_satakam
238,సతతంబున్ గనుసన్నలన్ మెలఁగు చైశ్వర్యంబుతోనుండి తా,devakinandana_satakam
239,నతిభక్తింజని యా సుదేష్ణకును జేయుం బూనదే ద్రౌపదీ,devakinandana_satakam
240,సతియాస్చర్యము నీవిలాసములు కృష్ణా దేవకీనందనా,devakinandana_satakam
241,49.,devakinandana_satakam
242,మీసామర్థ్యము గల్గునంతకును నెమ్మిన్ బాండుసూనుండు నా,devakinandana_satakam
243,యాసం బొంది మహాద్భుతంబుగ విరాటాధీశుపట్ణంబులో,devakinandana_satakam
244,గ్రాసోపాయము లేక భిక్ష మడుగన్ గాషారముంబూని స,devakinandana_satakam
245,న్యాసంబున్ ధరియింపఁడే యచటఁ గృష్ణా దేవకీనందనా,devakinandana_satakam
246,50.,devakinandana_satakam
247,&#160;మ. విరటుం గొల్చినవాఁడు నొక్కఁడిలఁ బృథ్వీనాథులన్ గూల్చి సం,devakinandana_satakam
248,గరభూమిన్ ఘనవైరివీరతతుల న్గారించుచున్ ద్రుంచి యి,devakinandana_satakam
249,ద్ధరకు న్నగ్రజు రాజుఁ జేసియు తుదిన్ దా నీకృపంబాయఁడే,devakinandana_satakam
250,సరిపోదే భువి నింద్రసూనుధృతి కృష్ణా దేవకీనందనా,devakinandana_satakam
